anio;EMPRESA;TOTAL
01/2017;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";263093
01/2017;"EMPRESA MONTE GRANDE S.A. LINEA 501";3015295
01/2017;"EMPRESA NUEVE DE JULIO S.A.T.";1528166
01/2017;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2032772
01/2017;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";392521
01/2017;"EMRESA MONTERREY S.R.L.";153060
01/2017;"EXPRESO ARSENO SRL";824427
01/2017;"EXPRESO EMPALME LOBOS S.R.L.";62489
01/2017;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1683453
01/2017;"EXPRESO GENERAL SARMIENTO S.A.";3125706
01/2017;"EXPRESO LA PLATA BUENOS AIRES S.A.";668572
01/2017;"EXPRESO LOMAS S.A.";1283385
01/2017;"EXPRESO NUEVE DE JULIO S.A.";1270892
01/2017;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";1880602
01/2017;"EXPRESO QUILMES S.A.";1777781
01/2017;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1070174
01/2017;"EXPRESO VILLA GALICIA SAN JOSE S.A.";3287621
01/2017;"EXPRESO VILLA NUEVA S.A.";1620764
01/2017;"FERROVIAS S.A.";1570029
01/2017;"FUERTE BARRAGAN S.A.T.I.C.I.";843979
01/2017;"GENERAL PUEYRREDON S.A.T.C.I.";876317
01/2017;"GENERAL TOMAS GUIDO S.A.C.I.F.";4585961
01/2017;"GRUPO LINEA 179 S.A.";389123
01/2017;"JUAN B. JUSTO S.A.T.C.I.";1089408
01/2017;"LA CABAÑA S.A.";5631420
01/2017;"LA CENTRAL DE ESCOBAR SA";1686288
01/2017;"LA CENTRAL DE VICENTE LOPEZ S.A.";429260
01/2017;"LA FLOR DE LUJAN SRL";31930
01/2017;"LA NUEVA METROPOL S.A.";4502094
01/2017;"LA PRIMERA DE GRAND BOURG S.A.";4128086
01/2017;"LA PRIMERA DE LA ESCONDIDA SRL";100966
01/2017;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";293119
01/2017;"LA PRIMERA DE MARTINEZ S.A";1155483
01/2017;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2204055
01/2017;"LIBERTADOR SAN MARTIN SAT";1355866
01/2017;"LINEA 10 S.A.";797551
01/2017;"LINEA 17 S.A.";1144454
01/2017;"LINEA 213 S.A. DE TRANSPORTE";1222608
01/2017;"LINEA 71 S.A.";1276559
01/2017;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";716428
01/2017;"LINEA EXPRESO LINIERS S.A.I.Y C.";656126
01/2017;"LINEA SESENTA SA";796584
01/2017;"LOS CONSTITUYENTES S.A.T.";2536177
01/2017;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1361556
01/2017;"MAYO S.A.T.A.";653201
01/2017;METROVIAS;17784989
01/2017;"METROVIAS S.A. (URQUIZA)";1283018
01/2017;"MICRO OMNIBUS AVENIDA S.A.";748305
01/2017;"MICRO OMNIBUS ESTE S.A";589926
01/2017;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2506108
01/2017;"MICRO OMNIBUS GRAL PACHECO SRL";1106474
01/2017;"MICRO OMNIBUS MITRE S.A.";1534316
01/2017;"MICRO OMNIBUS NORTE S.A.";1943142
01/2017;"MICRO OMNIBUS O´HIGGINS S.A.T.";469109
01/2017;"MICRO OMNIBUS PRIMERA JUNTA S.A";2446863
01/2017;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";4428260
01/2017;"MICRO OMNIBUS SUR S.A.C.";1252060
01/2017;"MICRO OMNIBUS TIGRE S.A.";2909494
01/2017;"MICROEXPRES S.A.";145801
01/2017;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";688237
01/2017;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";1953621
01/2017;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1128284
01/2017;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1051585
01/2017;"NUDO S.A.";2354956
01/2017;"NUEVO BUS DE OLAVARRÍA SRL";70736
01/2017;"NUEVO IDEAL S.A.";2856057
01/2017;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";1626448
01/2017;"PILAR BUS S.A";718677
01/2017;"ROCARAZA S.A.";1819013
01/2017;"RUTA BUS S.A.";985154
01/2017;"SAN VICENTE S.A. DE TRANSPORTES";3959225
01/2017;"SARGENTO CABRAL S.A.DE TRANSPORTE";2368137
01/2017;"SERGIO A. RIVAS S.R.L";96161
01/2017;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1417013
01/2017;"SOFSE - Belgrano Sur";675293
01/2017;"SOFSE - Mitre";4179938
01/2017;"SOFSE - Roca";8676526
01/2017;"SOFSE - San Martin";3591899
01/2017;"SOFSE- SARMIENTO";4226073
01/2017;"SOFSE- TREN DE LA COSTA";18476
01/2017;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";802135
01/2017;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";508480
01/2017;"TRANSP. SGTO. CABRAL";664645
01/2017;"TRANSPORTE 11 DE JUNIO S.R.L.";300638
01/2017;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";4104840
01/2017;"TRANSPORTE AUTOMOTORES LA PLATA SA";2625968
01/2017;"TRANSPORTE DEL SUR S.R.L.";528249
01/2017;"TRANSPORTE ESCALADA S.A.T.";793350
01/2017;"TRANSPORTE IDEAL SAN JUSTO S.A.";2952835
01/2017;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";477882
01/2017;"TRANSPORTE LA UNION SA";780806
01/2017;"TRANSPORTE LARRAZABAL C.I.S.A.";3593239
01/2017;"TRANSPORTE NUEVE DE JULIO SAC.";621414
01/2017;"TRANSPORTES 1º SEPTIEMBRE S.A.";582976
01/2017;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";325911
01/2017;"TRANSPORTES 270 S.A.";765212
01/2017;"TRANSPORTES ALMIRANTE BROWN S.A.";1169040
01/2017;"TRANSPORTES ATLANTIDA S.A.C.";1430032
01/2017;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";825916
01/2017;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2265787
01/2017;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2435638
01/2017;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";996244
01/2017;"TRANSPORTES COLEGIALES S.A.C.I.";668025
01/2017;"TRANSPORTES DEL TEJAR S.A.";650491
01/2017;"TRANSPORTES LA PERLITA S.A.";7802791
01/2017;"TRANSPORTES LINEA 123 S.A.C.I.";282208
01/2017;"TRANSPORTES LOPE DE VEGA S.A.C.I.";2829645
01/2017;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1186590
01/2017;"TRANSPORTES QUIRNO COSTA S.A.C.I.";684619
01/2017;"TRANSPORTES RIO GRANDE S.A.C.I.F.";1980127
01/2017;"TRANSPORTES SAN CAYETANO S.A.C.";331660
01/2017;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1583766
01/2017;"TRANSPORTES SANTA FE S.A.C.I.";1386536
01/2017;"TRANSPORTES SESENTA Y OCHO S.R.L.";1126907
01/2017;"TRANSPORTES SOL DE MAYO C.I.S.A.";680548
01/2017;"TRANSPORTES SUR-NOR C.I.S.A.";1661285
01/2017;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2442998
01/2017;"TRANSPORTES VILLA BOSCH SAC el";639494
01/2017;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";581652
01/2017;"UNION PLATENSE SRL";2274181
01/2017;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";883677
01/2017;"UNION TRANSPORTISTAS DE EMPRESAS SA";598826
01/2017;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";377216
01/2017;"UTENOR SA L 722";181740
01/2017;"VUELTA DE ROCHA S.A.T.C.I.";786916
01/2017;"YITOS S.A.";1802856
12/2016;"17 DE AGOSTO S.A.";923418
12/2016;"4 DE SEPTIEMBRE S.A.T.C.P.";1251262
12/2016;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";3910108
12/2016;"ALMAFUERTE S.A.T.A.C.I.";1021975
12/2016;"AUTOBUSES BUENOS AIRES SRL";1507001
12/2016;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";4897120
12/2016;"BERNARDINO RIVADAVIA S.A.T.A.";1814574
12/2016;"BUENOS AIRES BUS SOCIEDAD ANONIMA";378108
12/2016;"BUS DEL OESTE S.A.";431675
12/2016;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1209553
12/2016;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";1200253
12/2016;"CIA LA PAZ AMADOR MOURE SACIFIYA";841562
12/2016;"COLECTIVEROS UNIDOS S.A.";1078355
12/2016;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";3265840
12/2016;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";503233
12/2016;"COMPAÑIA ISLEÑA S.R.L.";4420422
12/2016;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";1849151
12/2016;"COMPAÑIA NOROESTE S.A.T.";3230139
12/2016;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA";329962
12/2016;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";69001
12/2016;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";3217571
12/2016;"D.U.V.I. SOCIEDAD ANONIMA";1034299
12/2016;"EL PUENTE S.A.T.";1714173
12/2016;"EL RAPIDO ARGENTINO COMPAÑIA DE MICRO OMNIBUS S.A";2941
12/2016;"EL URBANO SRL";216443
12/2016;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";1006611
12/2016;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";1428132
12/2016;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";1170094
12/2016;"EMPRESA 501 SA";1472369
12/2016;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";690891
12/2016;"EMPRESA CINCO DE AGOSTO S.R.L.";306111
12/2016;"EMPRESA CIUDAD DE SAN FERNANDO SA";2661985
12/2016;"EMPRESA DE TRANSP. MARIANO MORENO S.A.";494889
12/2016;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";2775911
12/2016;"EMPRESA DE TRANSPORTE DEL SUR SRL";977763
12/2016;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L";3078
12/2016;"EMPRESA DE TRANSPORTES 104 S.R.L.";15711
12/2016;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";840063
12/2016;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";1740727
12/2016;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";27942
12/2016;"EMPRESA DEL OESTE SAT";3526958
12/2016;"EMPRESA J.M. EZEIZA S.R.L.";1653612
12/2016;"EMPRESA LINEA 216 S.A.T.";9223654
12/2016;"EMPRESA LINEA SIETE SAT";1033740
12/2016;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";352377
12/2016;"EMPRESA MONTE GRANDE S.A. LINEA 501";3588629
12/2016;"EMPRESA NUEVE DE JULIO S.A.T.";1892360
12/2016;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2423629
12/2016;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";465770
12/2016;"EMRESA MONTERREY S.R.L.";176418
12/2016;"EXPRESO ARSENO SRL";960530
12/2016;"EXPRESO EMPALME LOBOS S.R.L.";63523
12/2016;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1911889
12/2016;"EXPRESO GENERAL SARMIENTO S.A.";2981564
12/2016;"EXPRESO LA PLATA BUENOS AIRES S.A.";866209
12/2016;"EXPRESO LOMAS S.A.";1423391
12/2016;"EXPRESO NUEVE DE JULIO S.A.";1457813
12/2016;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";2205383
12/2016;"EXPRESO QUILMES S.A.";1989119
12/2016;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1225263
12/2016;"EXPRESO VILLA GALICIA SAN JOSE S.A.";3862746
12/2016;"EXPRESO VILLA NUEVA S.A.";1889537
12/2016;"FERROVIAS S.A.";1706052
12/2016;"FUERTE BARRAGAN S.A.T.I.C.I.";1011806
12/2016;"GENERAL PUEYRREDON S.A.T.C.I.";1055491
12/2016;"GENERAL TOMAS GUIDO S.A.C.I.F.";5260748
12/2016;"GRUPO LINEA 179 S.A.";443421
12/2016;"JUAN B. JUSTO S.A.T.C.I.";1241962
12/2016;"LA CABAÑA S.A.";6601580
12/2016;"LA CENTRAL DE ESCOBAR SA";1922563
12/2016;"LA CENTRAL DE VICENTE LOPEZ S.A.";504510
12/2016;"LA FLOR DE LUJAN SRL";34083
12/2016;"LA NUEVA METROPOL S.A.";5056734
12/2016;"LA PRIMERA DE GRAND BOURG S.A.";4808290
12/2016;"LA PRIMERA DE LA ESCONDIDA SRL";118404
12/2016;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";364981
12/2016;"LA PRIMERA DE MARTINEZ S.A";1377078
12/2016;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2561867
12/2016;"LIBERTADOR SAN MARTIN SAT";1513898
12/2016;"LINEA 10 S.A.";824784
12/2016;"LINEA 17 S.A.";1189376
12/2016;"LINEA 213 S.A. DE TRANSPORTE";1410807
12/2016;"LINEA 71 S.A.";1472229
12/2016;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";864445
12/2016;"LINEA EXPRESO LINIERS S.A.I.Y C.";725299
12/2016;"LINEA SESENTA SA";926728
12/2016;"LOS CONSTITUYENTES S.A.T.";2925380
12/2016;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1448725
12/2016;"MAYO S.A.T.A.";770329
12/2016;METROVIAS;23236507
12/2016;"METROVIAS S.A. (URQUIZA)";1426396
12/2016;"MICRO OMNIBUS AVENIDA S.A.";968185
12/2016;"MICRO OMNIBUS ESTE S.A";732580
12/2016;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2905626
12/2016;"MICRO OMNIBUS GRAL PACHECO SRL";1310962
12/2016;"MICRO OMNIBUS MITRE S.A.";1805655
12/2016;"MICRO OMNIBUS NORTE S.A.";2387904
12/2016;"MICRO OMNIBUS O´HIGGINS S.A.T.";562520
12/2016;"MICRO OMNIBUS PRIMERA JUNTA S.A";2820845
12/2016;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";5082060
12/2016;"MICRO OMNIBUS SUR S.A.C.";1458129
12/2016;"MICRO OMNIBUS TIGRE S.A.";3342706
12/2016;"MICROEXPRES S.A.";171775
12/2016;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";862213
12/2016;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";1953564
12/2016;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1044381
12/2016;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1238560
12/2016;"NUDO S.A.";2778510
12/2016;"NUEVO BUS DE OLAVARRÍA SRL";54357
12/2016;"NUEVO IDEAL S.A.";3290569
12/2016;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";2022847
12/2016;"PILAR BUS S.A";746543
12/2016;"ROCARAZA S.A.";2088580
12/2016;"RUTA BUS S.A.";1087447
12/2016;"SAN VICENTE S.A. DE TRANSPORTES";4647093
12/2016;"SARGENTO CABRAL S.A.DE TRANSPORTE";2910045
12/2016;"SERGIO A. RIVAS S.R.L";110241
12/2016;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1647278
12/2016;"SOFSE - Belgrano Sur";662362
12/2016;"SOFSE - Mitre";4576330
12/2016;"SOFSE - Roca";9595419
12/2016;"SOFSE - San Martin";3962146
12/2016;"SOFSE- SARMIENTO";4506335
12/2016;"SOFSE- TREN DE LA COSTA";8458
12/2016;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";929239
12/2016;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";606226
12/2016;"TRANSP. SGTO. CABRAL";702898
12/2016;"TRANSPORTE 11 DE JUNIO S.R.L.";365717
12/2016;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";4636208
12/2016;"TRANSPORTE AUTOMOTORES LA PLATA SA";2931108
12/2016;"TRANSPORTE DEL SUR S.R.L.";629593
12/2016;"TRANSPORTE ESCALADA S.A.T.";954086
12/2016;"TRANSPORTE IDEAL SAN JUSTO S.A.";3324476
12/2016;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";564022
12/2016;"TRANSPORTE LA UNION SA";992126
12/2016;"TRANSPORTE LARRAZABAL C.I.S.A.";4082189
12/2016;"TRANSPORTE NUEVE DE JULIO SAC.";758204
12/2016;"TRANSPORTES 1º SEPTIEMBRE S.A.";696467
12/2016;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";407228
12/2016;"TRANSPORTES 270 S.A.";778079
12/2016;"TRANSPORTES ALMIRANTE BROWN S.A.";1194703
12/2016;"TRANSPORTES ATLANTIDA S.A.C.";1589932
12/2016;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";982512
12/2016;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2439896
12/2016;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2597536
12/2016;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1139390
12/2016;"TRANSPORTES COLEGIALES S.A.C.I.";756358
12/2016;"TRANSPORTES DEL TEJAR S.A.";650483
12/2016;"TRANSPORTES LA PERLITA S.A.";8829588
12/2016;"TRANSPORTES LINEA 123 S.A.C.I.";344640
12/2016;"TRANSPORTES LOPE DE VEGA S.A.C.I.";3073526
12/2016;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1394196
12/2016;"TRANSPORTES QUIRNO COSTA S.A.C.I.";794648
12/2016;"TRANSPORTES RIO GRANDE S.A.C.I.F.";2363173
12/2016;"TRANSPORTES SAN CAYETANO S.A.C.";416105
12/2016;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1815947
12/2016;"TRANSPORTES SANTA FE S.A.C.I.";1479315
12/2016;"TRANSPORTES SESENTA Y OCHO S.R.L.";1372135
12/2016;"TRANSPORTES SOL DE MAYO C.I.S.A.";714356
12/2016;"TRANSPORTES SUR-NOR C.I.S.A.";1803313
12/2016;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2746364
12/2016;"TRANSPORTES VILLA BOSCH SAC el";743290
12/2016;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";667196
12/2016;"UNION PLATENSE SRL";2932100
12/2016;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";1037231
12/2016;"UNION TRANSPORTISTAS DE EMPRESAS SA";683052
12/2016;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";478649
12/2016;"UTENOR SA L 722";200398
12/2016;"VUELTA DE ROCHA S.A.T.C.I.";904192
12/2016;"YITOS S.A.";2171296
11/2016;"17 DE AGOSTO S.A.";980962
11/2016;"4 DE SEPTIEMBRE S.A.T.C.P.";1411783
11/2016;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";4284385
11/2016;"ALMAFUERTE S.A.T.A.C.I.";1110141
11/2016;"AUTOBUSES BUENOS AIRES SRL";1613914
11/2016;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";4789319
11/2016;"BERNARDINO RIVADAVIA S.A.T.A.";1943489
11/2016;"BUENOS AIRES BUS SOCIEDAD ANONIMA";412545
11/2016;"BUS DEL OESTE S.A.";465270
11/2016;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1323029
11/2016;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";1209396
11/2016;"CIA LA PAZ AMADOR MOURE SACIFIYA";902093
11/2016;"COLECTIVEROS UNIDOS S.A.";1195980
11/2016;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";3284838
11/2016;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";540038
11/2016;"COMPAÑIA ISLEÑA S.R.L.";4739550
11/2016;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";1972115
11/2016;"COMPAÑIA NOROESTE S.A.T.";3386102
11/2016;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA";414772
11/2016;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";84270
11/2016;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";3657086
11/2016;"D.U.V.I. SOCIEDAD ANONIMA";1125153
11/2016;"EL PUENTE S.A.T.";1802384
11/2016;"EL RAPIDO ARGENTINO COMPAÑIA DE MICRO OMNIBUS S.A";3859
11/2016;"EL URBANO SRL";236513
11/2016;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";1112145
11/2016;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";1525950
11/2016;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";1256341
11/2016;"EMPRESA 501 SA";1497775
11/2016;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";730366
11/2016;"EMPRESA CINCO DE AGOSTO S.R.L.";314270
11/2016;"EMPRESA CIUDAD DE SAN FERNANDO SA";2760919
11/2016;"EMPRESA DE TRANSP. MARIANO MORENO S.A.";566126
11/2016;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";2976637
11/2016;"EMPRESA DE TRANSPORTE DEL SUR SRL";976372
11/2016;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L";3138
11/2016;"EMPRESA DE TRANSPORTES 104 S.R.L.";25340
11/2016;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";949178
11/2016;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";1806198
11/2016;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";33420
11/2016;"EMPRESA DEL OESTE SAT";3708957
11/2016;"EMPRESA J.M. EZEIZA S.R.L.";1717785
11/2016;"EMPRESA LINEA 216 S.A.T.";9528062
11/2016;"EMPRESA LINEA SIETE SAT";1137576
11/2016;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";383547
11/2016;"EMPRESA MONTE GRANDE S.A. LINEA 501";3889917
11/2016;"EMPRESA NUEVE DE JULIO S.A.T.";2049562
11/2016;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2481577
11/2016;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";459781
11/2016;"EMRESA MONTERREY S.R.L.";176403
11/2016;"EXPRESO ARSENO SRL";1062394
11/2016;"EXPRESO EMPALME LOBOS S.R.L.";81402
11/2016;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1983448
11/2016;"EXPRESO GENERAL SARMIENTO S.A.";3315612
11/2016;"EXPRESO LA PLATA BUENOS AIRES S.A.";838352
11/2016;"EXPRESO LOMAS S.A.";1532100
11/2016;"EXPRESO NUEVE DE JULIO S.A.";1533848
11/2016;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";2228847
11/2016;"EXPRESO QUILMES S.A.";2132033
11/2016;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1274942
11/2016;"EXPRESO VILLA GALICIA SAN JOSE S.A.";4020933
11/2016;"EXPRESO VILLA NUEVA S.A.";1952147
11/2016;"FERROVIAS S.A.";1960489
11/2016;"FUERTE BARRAGAN S.A.T.I.C.I.";1106033
11/2016;"GENERAL PUEYRREDON S.A.T.C.I.";1167126
11/2016;"GENERAL TOMAS GUIDO S.A.C.I.F.";5742464
11/2016;"GRUPO LINEA 179 S.A.";473213
11/2016;"JUAN B. JUSTO S.A.T.C.I.";1328913
11/2016;"LA CABAÑA S.A.";7179042
11/2016;"LA CENTRAL DE ESCOBAR SA";1953076
11/2016;"LA CENTRAL DE VICENTE LOPEZ S.A.";503990
11/2016;"LA FLOR DE LUJAN SRL";38697
11/2016;"LA NUEVA METROPOL S.A.";5288324
11/2016;"LA PRIMERA DE GRAND BOURG S.A.";5058887
11/2016;"LA PRIMERA DE LA ESCONDIDA SRL";125821
11/2016;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";373746
11/2016;"LA PRIMERA DE MARTINEZ S.A";1450309
11/2016;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2646503
11/2016;"LIBERTADOR SAN MARTIN SAT";1665819
11/2016;"LINEA 10 S.A.";896923
11/2016;"LINEA 17 S.A.";1300440
11/2016;"LINEA 213 S.A. DE TRANSPORTE";1463529
11/2016;"LINEA 71 S.A.";1541757
11/2016;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";979096
11/2016;"LINEA EXPRESO LINIERS S.A.I.Y C.";819724
11/2016;"LINEA SESENTA SA";996447
11/2016;"LOS CONSTITUYENTES S.A.T.";3188423
11/2016;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1577779
11/2016;"MAYO S.A.T.A.";852906
11/2016;METROVIAS;27205072
11/2016;"METROVIAS S.A. (URQUIZA)";1548524
11/2016;"MICRO OMNIBUS AVENIDA S.A.";1021727
11/2016;"MICRO OMNIBUS ESTE S.A";790296
11/2016;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";3130127
11/2016;"MICRO OMNIBUS GRAL PACHECO SRL";1421095
11/2016;"MICRO OMNIBUS MITRE S.A.";1846210
11/2016;"MICRO OMNIBUS NORTE S.A.";2667225
11/2016;"MICRO OMNIBUS O´HIGGINS S.A.T.";557152
11/2016;"MICRO OMNIBUS PRIMERA JUNTA S.A";2984119
11/2016;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";5500821
11/2016;"MICRO OMNIBUS SUR S.A.C.";1681892
11/2016;"MICRO OMNIBUS TIGRE S.A.";3460535
11/2016;"MICROEXPRES S.A.";194907
11/2016;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";931299
11/2016;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";2031288
11/2016;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1127923
11/2016;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1337257
11/2016;"NUDO S.A.";3105243
11/2016;"NUEVO BUS DE OLAVARRÍA SRL";7961
11/2016;"NUEVO IDEAL S.A.";3690952
11/2016;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";2211819
11/2016;"PILAR BUS S.A";830473
11/2016;"ROCARAZA S.A.";2264673
11/2016;"RUTA BUS S.A.";1146675
11/2016;"SAN VICENTE S.A. DE TRANSPORTES";5133486
11/2016;"SARGENTO CABRAL S.A.DE TRANSPORTE";3057978
11/2016;"SERGIO A. RIVAS S.R.L";108065
11/2016;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1751556
11/2016;"SOFSE - Belgrano Sur";686496
11/2016;"SOFSE - Mitre";4899442
11/2016;"SOFSE - Roca";10233672
11/2016;"SOFSE - San Martin";4293954
11/2016;"SOFSE- SARMIENTO";4741501
11/2016;"SOFSE- TREN DE LA COSTA";13180
11/2016;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";989435
11/2016;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";688160
11/2016;"TRANSP. SGTO. CABRAL";785565
11/2016;"TRANSPORTE 11 DE JUNIO S.R.L.";426778
11/2016;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";5094422
11/2016;"TRANSPORTE AUTOMOTORES LA PLATA SA";3068222
