anio;LINEA;TOTAL
08/2016;"LINEA 514";1110863
08/2016;"LINEA 515";709164
08/2016;"LINEA 518";1368856
08/2016;"LINEA 518 LA PLATA";59642
08/2016;"LINEA 520A";780635
08/2016;"LINEA 520B";552703
08/2016;"LINEA 520C";419888
08/2016;"LINEA 521 A";266907
08/2016;"LINEA 521B";75776
08/2016;"LINEA 522";48883
08/2016;"LINEA 523";234164
08/2016;"LINEA 524";321469
08/2016;"LINEA 526";522728
08/2016;"LINEA 527";191322
08/2016;"LINEA 53";1456416
08/2016;"LINEA 532";503989
08/2016;"LINEA 540 BSAS";516196
08/2016;"LINEA 541";514287
08/2016;"LINEA 542";398435
08/2016;"LINEA 543";670520
08/2016;"LINEA 544";572997
08/2016;"LINEA 548";383523
08/2016;"LINEA 549";98485
08/2016;"LINEA 55";1146292
08/2016;"LINEA 550 BSAS";386228
08/2016;"LINEA 551";214385
08/2016;"LINEA 552 BSAS";394136
08/2016;"LINEA 553 BSAS";381477
08/2016;"LINEA 56";600697
08/2016;"LINEA 561";172447
08/2016;"LINEA 561B";34996
08/2016;"LINEA 562";366504
08/2016;"LINEA 564";476185
08/2016;"LINEA 57";1268734
08/2016;"LINEA 570";582895
08/2016;"LINEA 580";233614
08/2016;"LINEA 582";630632
08/2016;"LINEA 583";338995
08/2016;"LINEA 584";451337
08/2016;"LINEA 585";797614
08/2016;"LINEA 586";2750
08/2016;"LINEA 59";2036588
08/2016;"LINEA 6";549980
08/2016;"LINEA 60";2894698
08/2016;"LINEA 600";3157
08/2016;"LINEA 603";600715
08/2016;"LINEA 61";357047
08/2016;"LINEA 619";469870
08/2016;"LINEA 62";368541
08/2016;"LINEA 620";3257242
08/2016;"LINEA 621";1009545
08/2016;"LINEA 622";1210348
08/2016;"LINEA 624";1230542
08/2016;"LINEA 628";149642
08/2016;"LINEA 63";876127
08/2016;"LINEA 630";604504
08/2016;"LINEA 634";638790
08/2016;"LINEA 635 BS AS";250213
08/2016;"LINEA 64";955849
08/2016;"LINEA 65";1004931
08/2016;"LINEA 67";760170
08/2016;"LINEA 670";1121508
08/2016;"LINEA 68";1259467
08/2016;"LINEA 7";687488
08/2016;"LINEA 70";859121
08/2016;"LINEA 707";1539278
08/2016;"LINEA 71";1565024
08/2016;"LINEA 710";884479
08/2016;"LINEA 720";2052122
08/2016;"LINEA 721";1438113
08/2016;"LINEA 722";221372
08/2016;"LINEA 723";501910
08/2016;"LINEA 74";397744
08/2016;"LINEA 740";1096583
08/2016;"LINEA 741";466503
08/2016;"LINEA 749";1216211
08/2016;"LINEA 75";294102
08/2016;"LINEA 76";973175
08/2016;"LINEA 78";876707
08/2016;"LINEA 79";744479
08/2016;"LINEA 8";1081886
08/2016;"LINEA 80";1550903
08/2016;"LINEA 84";695922
08/2016;"LINEA 85";1745550
08/2016;"LINEA 86";926222
08/2016;"LINEA 87";964623
08/2016;"LINEA 88";794356
08/2016;"LINEA 9";993720
08/2016;"LINEA 90";506400
08/2016;"LINEA 91";1033067
08/2016;"LINEA 92";1545212
08/2016;"LINEA 93";704526
08/2016;"LINEA 95";742970
08/2016;"LINEA 96";1890997
08/2016;"LINEA 97";480892
08/2016;"LINEA 98";2117720
08/2016;"LINEA 99";498583
08/2016;"LINEA A";5320614
08/2016;"LINEA B";7844495
08/2016;"LINEA C";4485310
08/2016;"LINEA D";7788303
08/2016;"LINEA E";2061048
08/2016;"LINEA H";1843909
08/2016;"LINEA OESTE";1739589
08/2016;"LINEA PREMETRO";62466
08/2016;"LINEA SIN NUMERO (COOP 6 DE JULIO)";85869
08/2016;"LINEA SUR MUNICIPAL";333132
08/2016;LINEA_500-503;425965
08/2016;"NORTE MUNICIPAL";582247
07/2016;"FFCC BELGRANO NORTE";1476221
07/2016;"FFCC BELGRANO SUR";601508
07/2016;"FFCC MITRE";518870
07/2016;"FFCC MITRE-SUAREZ";1082085
07/2016;"FFCC MITRE-TIGRE";2626537
07/2016;"FFCC ROCA";6927938
07/2016;"FFCC SAN MARTIN";3802279
07/2016;"FFCC SARMIENTO";4297446
07/2016;"FFCC TREN DE LA COSTA";18837
07/2016;"FFCC URQUIZA";1405127
07/2016;"LINEA 031";1196689
07/2016;"LINEA 1";428535
07/2016;"LINEA 10";781229
07/2016;"LINEA 100";1133350
07/2016;"LINEA 101";1248263
07/2016;"LINEA 102";695259
07/2016;"LINEA 103";786112
07/2016;"LINEA 104";30891
07/2016;"LINEA 105";803045
07/2016;"LINEA 106";1057226
07/2016;"LINEA 107";881132
07/2016;"LINEA 108";571539
07/2016;"LINEA 109";776594
07/2016;"LINEA 110";1057852
07/2016;"LINEA 111";669453
07/2016;"LINEA 112";277940
07/2016;"LINEA 113";970835
07/2016;"LINEA 114";899210
07/2016;"LINEA 115";682162
07/2016;"LINEA 117";1031150
07/2016;"LINEA 118";946445
07/2016;"LINEA 12";1576418
07/2016;"LINEA 123";341029
07/2016;"LINEA 124";802624
07/2016;"LINEA 126";1181504
07/2016;"LINEA 127";665447
07/2016;"LINEA 128";636633
07/2016;"LINEA 129";1417683
07/2016;"LINEA 130";1171781
07/2016;"LINEA 132";1933474
07/2016;"LINEA 133";704115
07/2016;"LINEA 134";672015
07/2016;"LINEA 135";756229
07/2016;"LINEA 136 BS AS";599986
07/2016;"LINEA 140";768810
07/2016;"LINEA 141";885256
07/2016;"LINEA 143";482461
07/2016;"LINEA 146";830549
07/2016;"LINEA 148";2346413
07/2016;"LINEA 15";1833389
07/2016;"LINEA 150";683513
07/2016;"LINEA 151";913803
07/2016;"LINEA 152";2340839
07/2016;"LINEA 153 BS AS";282723
07/2016;"LINEA 154";140952
07/2016;"LINEA 158";473796
07/2016;"LINEA 159";2205234
07/2016;"LINEA 160";1522935
07/2016;"LINEA 161";1450265
07/2016;"LINEA 163 BS AS";256076
07/2016;"LINEA 165";954619
07/2016;"LINEA 166";1266960
07/2016;"LINEA 168";1219203
07/2016;"LINEA 169";531864
07/2016;"LINEA 17";1163939
07/2016;"LINEA 172";603089
07/2016;"LINEA 174 BS AS";602377
07/2016;"LINEA 175";408311
07/2016;"LINEA 176";2033308
07/2016;"LINEA 177";864579
07/2016;"LINEA 178";1469163
07/2016;"LINEA 179";424490
07/2016;"LINEA 180";1983052
07/2016;"LINEA 181";686484
07/2016;"LINEA 182";1292518
07/2016;"LINEA 184";481394
07/2016;"LINEA 185";428604
07/2016;"LINEA 188";997400
07/2016;"LINEA 19";570963
07/2016;"LINEA 193";224028
07/2016;"LINEA 194";806985
07/2016;"LINEA 195";353805
07/2016;"LINEA 2";871646
07/2016;"LINEA 20";474169
07/2016;"LINEA 200";116551
07/2016;"LINEA 202";1049010
07/2016;"LINEA 203";3738914
07/2016;"LINEA 204";338500
07/2016;"LINEA 204B";185619
07/2016;"LINEA 205";345233
07/2016;"LINEA 21";2379088
07/2016;"LINEA 214";560818
07/2016;"LINEA 215";166625
07/2016;"LINEA 218";943747
07/2016;"LINEA 219";828239
07/2016;"LINEA 22";710046
07/2016;"LINEA 222";146830
07/2016;"LINEA 225";35953
07/2016;"LINEA 228 B";246029
07/2016;"LINEA 228A";10321
07/2016;"LINEA 228C";218226
07/2016;"LINEA 228E";302869
07/2016;"LINEA 228F";379990
07/2016;"LINEA 23";378988
07/2016;"LINEA 236";2477753
07/2016;"LINEA 237";1998567
07/2016;"LINEA 238";936249
07/2016;"LINEA 239A";573386
07/2016;"LINEA 239B";226986
07/2016;"LINEA 24";1208271
07/2016;"LINEA 242";2534276
07/2016;"LINEA 243";75578
07/2016;"LINEA 244";330355
07/2016;"LINEA 245";200037
07/2016;"LINEA 247";1464224
07/2016;"LINEA 25";581990
07/2016;"LINEA 252";561928
07/2016;"LINEA 253 BS AS";66738
07/2016;"LINEA 256";38318
07/2016;"LINEA 257";1085252
07/2016;"LINEA 26";867657
07/2016;"LINEA 263A";288869
07/2016;"LINEA 263B";399728
07/2016;"LINEA 264";478526
07/2016;"LINEA 266";1974754
07/2016;"LINEA 269";1646109
07/2016;"LINEA 271";914502
07/2016;"LINEA 273";1129456
07/2016;"LINEA 275";733709
07/2016;"LINEA 276";1035560
07/2016;"LINEA 277";253225
07/2016;"LINEA 278";1174644
07/2016;"LINEA 28";2313696
07/2016;"LINEA 281";486074
07/2016;"LINEA 283";948319
07/2016;"LINEA 284";302589
07/2016;"LINEA 288";296054
07/2016;"LINEA 289";632680
07/2016;"LINEA 29";1058513
07/2016;"LINEA 291";756754
07/2016;"LINEA 293A";442124
07/2016;"LINEA 293B";289851
07/2016;"LINEA 295";495003
07/2016;"LINEA 297";371885
07/2016;"LINEA 298";875743
07/2016;"LINEA 299";556353
07/2016;"LINEA 300";563585
07/2016;"LINEA 302";657566
07/2016;"LINEA 303";865450
07/2016;"LINEA 304";1188694
07/2016;"LINEA 306";1867111
07/2016;"LINEA 307";992350
07/2016;"LINEA 310";270677
07/2016;"LINEA 311";948994
07/2016;"LINEA 312";1101830
07/2016;"LINEA 313";74274
07/2016;"LINEA 314";1381785
07/2016;"LINEA 315";643569
07/2016;"LINEA 317 BS AS";529220
07/2016;"LINEA 318";1795029
07/2016;"LINEA 320";162068
07/2016;"LINEA 321 BS AS";161254
07/2016;"LINEA 322 BS AS";464523
07/2016;"LINEA 323";663874
07/2016;"LINEA 324";2366446
07/2016;"LINEA 325";343691
07/2016;"LINEA 326";237947
07/2016;"LINEA 327";564607
07/2016;"LINEA 328";747327
07/2016;"LINEA 329";443444
07/2016;"LINEA 32A";338283
07/2016;"LINEA 33";1199816
07/2016;"LINEA 333";571144
07/2016;"LINEA 336";263951
07/2016;"LINEA 338";1936910
07/2016;"LINEA 34";1277268
07/2016;"LINEA 340";2007
07/2016;"LINEA 341";1367150
07/2016;"LINEA 343";1362656
07/2016;"LINEA 350";535021
07/2016;"LINEA 354";993142
07/2016;"LINEA 355";52874
07/2016;"LINEA 36";472723
07/2016;"LINEA 365";2777723
07/2016;"LINEA 37";1300731
07/2016;"LINEA 370";278232
07/2016;"LINEA 371";1003766
07/2016;"LINEA 372";174741
07/2016;"LINEA 373";406070
07/2016;"LINEA 378";1194420
07/2016;"LINEA 379";7814
07/2016;"LINEA 382";623530
07/2016;"LINEA 383";655300
07/2016;"LINEA 384";158140
07/2016;"LINEA 385";365712
07/2016;"LINEA 386";258567
07/2016;"LINEA 388";71629
07/2016;"LINEA 39";1452894
07/2016;"LINEA 390";310397
07/2016;"LINEA 391";770160
07/2016;"LINEA 392";278365
07/2016;"LINEA 394";663766
07/2016;"LINEA 395";528479
07/2016;"LINEA 4";684154
07/2016;"LINEA 403";36318
07/2016;"LINEA 404";778802
07/2016;"LINEA 405";430422
07/2016;"LINEA 406";865239
07/2016;"LINEA 407";476957
07/2016;"LINEA 41";1004301
07/2016;"LINEA 410";216857
07/2016;"LINEA 414";38623
07/2016;"LINEA 418";73803
07/2016;"LINEA 42";761056
07/2016;"LINEA 421";85139
07/2016;"LINEA 422";332044
07/2016;"LINEA 429";106661
07/2016;"LINEA 430";63688
07/2016;"LINEA 435";148535
07/2016;"LINEA 436";176155
07/2016;"LINEA 437";415958
07/2016;"LINEA 44";778498
07/2016;"LINEA 440";3118879
07/2016;"LINEA 441";529709
07/2016;"LINEA 443";64337
07/2016;"LINEA 443A";234697
07/2016;"LINEA 445";246880
07/2016;"LINEA 446";84435
07/2016;"LINEA 448";1531255
07/2016;"LINEA 449";458309
07/2016;"LINEA 45";846233
07/2016;"LINEA 46";695100
07/2016;"LINEA 461";95132
07/2016;"LINEA 462";86550
07/2016;"LINEA 463";535006
07/2016;"LINEA 464";333998
07/2016;"LINEA 47";853800
07/2016;"LINEA 49";334117
07/2016;"LINEA 5";935060
07/2016;"LINEA 50";758136
07/2016;"LINEA 500B";22712
07/2016;"LINEA 500C";48959
07/2016;"LINEA 500D";1477151
07/2016;"LINEA 500G";615558
07/2016;"LINEA 500H";142225
07/2016;"LINEA 501 A";1475662
07/2016;"LINEA 501B";421635
07/2016;"LINEA 501C";2564449
07/2016;"LINEA 501D";59535
07/2016;"LINEA 501E";58785
07/2016;"LINEA 501F";205261
07/2016;"LINEA 501G";4807150
07/2016;"LINEA 501H";34899
07/2016;"LINEA 501I";334765
07/2016;"LINEA 502";6800
07/2016;"LINEA 502A";8126
07/2016;"LINEA 502B";49729
07/2016;"LINEA 503";468585
07/2016;"LINEA 503 B";373981
07/2016;"LINEA 503 ESTE";867741
07/2016;"LINEA 503 ESTE LA PLATA";170487
07/2016;"LINEA 503A BS AS";629649
07/2016;"LINEA 503C";53231
07/2016;"LINEA 503H (RIVAS)";105184
07/2016;"LINEA 504A";1912017
07/2016;"LINEA 504B";29554
07/2016;"LINEA 504C";128890
07/2016;"LINEA 505";417710
07/2016;"LINEA 505 D";342921
07/2016;"LINEA 505C";33486
07/2016;"LINEA 505E";6624
07/2016;"LINEA 506";203739
07/2016;"LINEA 506A";174439
07/2016;"LINEA 506B";6739
07/2016;"LINEA 506C";853176
07/2016;"LINEA 506F";290350
07/2016;"LINEA 507";145857
07/2016;"LINEA 507B";73995
07/2016;"LINEA 508";104395
07/2016;"LINEA 508A";139995
07/2016;"LINEA 508C";34645
07/2016;"LINEA 509";144828
07/2016;"LINEA 509C";62077
07/2016;"LINEA 51";737736
07/2016;"LINEA 510A";167329
07/2016;"LINEA 510B";758972
07/2016;"LINEA 511";18178
07/2016;"LINEA 511A";1538
07/2016;"LINEA 511B";354065
07/2016;"LINEA 512";35460
07/2016;"LINEA 513";12427
07/2016;"LINEA 513A";182917
07/2016;"LINEA 514";986294
07/2016;"LINEA 515";600693
07/2016;"LINEA 518";1231631
07/2016;"LINEA 518 LA PLATA";44281
07/2016;"LINEA 520A";701104
07/2016;"LINEA 520B";470736
07/2016;"LINEA 520C";352811
07/2016;"LINEA 521 A";246187
07/2016;"LINEA 521B";65008
07/2016;"LINEA 522";41780
07/2016;"LINEA 523";205072
07/2016;"LINEA 524";283233
07/2016;"LINEA 526";444602
07/2016;"LINEA 527";158867
07/2016;"LINEA 53";1282115
07/2016;"LINEA 532";450329
07/2016;"LINEA 540 BSAS";436851
07/2016;"LINEA 540A";18
07/2016;"LINEA 541";450030
07/2016;"LINEA 542";347392
07/2016;"LINEA 543";572227
07/2016;"LINEA 544";501200
07/2016;"LINEA 548";326688
07/2016;"LINEA 549";74059
07/2016;"LINEA 55";1060318
07/2016;"LINEA 550 BSAS";314625
07/2016;"LINEA 550A";3
07/2016;"LINEA 551";186502
07/2016;"LINEA 552 BSAS";335197
07/2016;"LINEA 552A";19
07/2016;"LINEA 553 BSAS";334577
07/2016;"LINEA 553A";36
07/2016;"LINEA 56";523820
07/2016;"LINEA 561";138606
07/2016;"LINEA 561B";31610
07/2016;"LINEA 562";316777
07/2016;"LINEA 564";413200
07/2016;"LINEA 57";1181437
07/2016;"LINEA 570";483262
07/2016;"LINEA 580";193803
07/2016;"LINEA 582";552928
07/2016;"LINEA 583";292943
07/2016;"LINEA 584";394072
07/2016;"LINEA 585";724899
07/2016;"LINEA 586";2307
07/2016;"LINEA 59";1891140
07/2016;"LINEA 6";483279
07/2016;"LINEA 60";2673696
07/2016;"LINEA 600";2611
07/2016;"LINEA 603";520796
07/2016;"LINEA 61";323361
07/2016;"LINEA 619";391038
07/2016;"LINEA 62";332929
07/2016;"LINEA 620";2854509
07/2016;"LINEA 621";899008
07/2016;"LINEA 622";1058883
07/2016;"LINEA 624";1058034
07/2016;"LINEA 628";125588
07/2016;"LINEA 63";788408
07/2016;"LINEA 630";535686
07/2016;"LINEA 634";550795
07/2016;"LINEA 635 BS AS";190798
07/2016;"LINEA 64";909323
07/2016;"LINEA 65";890500
07/2016;"LINEA 67";696079
07/2016;"LINEA 670";994434
07/2016;"LINEA 68";1222776
07/2016;"LINEA 7";582568
07/2016;"LINEA 70";786928
07/2016;"LINEA 707";1405683
07/2016;"LINEA 71";1441466
07/2016;"LINEA 710";813420
07/2016;"LINEA 720";1820554
07/2016;"LINEA 721";1270433
07/2016;"LINEA 722";194456
07/2016;"LINEA 723";403275
07/2016;"LINEA 74";285979
07/2016;"LINEA 740";982369
07/2016;"LINEA 741";410593
07/2016;"LINEA 749";1102893
07/2016;"LINEA 75";256944
07/2016;"LINEA 76";892393
07/2016;"LINEA 78";778550
07/2016;"LINEA 79";646426
07/2016;"LINEA 8";995505
07/2016;"LINEA 80";1391733
07/2016;"LINEA 84";613742
07/2016;"LINEA 85";1574723
07/2016;"LINEA 86";809257
07/2016;"LINEA 87";895989
07/2016;"LINEA 88";700558
07/2016;"LINEA 9";906495
07/2016;"LINEA 90";476318
07/2016;"LINEA 91";930661
07/2016;"LINEA 92";1395417
07/2016;"LINEA 93";729261
07/2016;"LINEA 95";672433
07/2016;"LINEA 96";1624021
07/2016;"LINEA 97";435195
07/2016;"LINEA 98";1876733
07/2016;"LINEA 99";422166
07/2016;"LINEA A";4662869
07/2016;"LINEA B";7154359
07/2016;"LINEA C";4046820
07/2016;"LINEA D";6760565
07/2016;"LINEA E";1649669
07/2016;"LINEA H";1383453
07/2016;"LINEA OESTE";1596167
07/2016;"LINEA PREMETRO";54591
07/2016;"LINEA SIN NUMERO (COOP 6 DE JULIO)";60843
07/2016;"LINEA SUR MUNICIPAL";282306
07/2016;LINEA_500-503;322489
07/2016;"NORTE MUNICIPAL";524468
06/2016;"FFCC BELGRANO NORTE";1463011
06/2016;"FFCC BELGRANO SUR";581870
06/2016;"FFCC MITRE";492766
06/2016;"FFCC MITRE-SUAREZ";984270
06/2016;"FFCC MITRE-TIGRE";2591238
06/2016;"FFCC MITRE-ZARATE";37
06/2016;"FFCC ROCA";6897375
06/2016;"FFCC SAN MARTIN";3723387
06/2016;"FFCC SARMIENTO";4588418
06/2016;"FFCC TREN DE LA COSTA";8783
06/2016;"FFCC URQUIZA";1443067
06/2016;"LINEA 031";1266921
06/2016;"LINEA 1";456339
06/2016;"LINEA 10";827983
06/2016;"LINEA 100";1138894
06/2016;"LINEA 101";1361257
06/2016;"LINEA 102";741941
06/2016;"LINEA 103";845994
06/2016;"LINEA 104";32901
06/2016;"LINEA 105";880568
06/2016;"LINEA 106";1137764
06/2016;"LINEA 107";976208
06/2016;"LINEA 108";598561
06/2016;"LINEA 109";855470
06/2016;"LINEA 110";1123886
06/2016;"LINEA 111";710546
06/2016;"LINEA 112";212574
06/2016;"LINEA 113";1059647
06/2016;"LINEA 114";1033544
06/2016;"LINEA 115";729601
06/2016;"LINEA 117";1088663
06/2016;"LINEA 118";1009915
06/2016;"LINEA 12";1660536
06/2016;"LINEA 123";359555
06/2016;"LINEA 124";874898
06/2016;"LINEA 126";1264629
06/2016;"LINEA 127";708054
06/2016;"LINEA 128";662254
06/2016;"LINEA 129";1404937
06/2016;"LINEA 130";1251040
06/2016;"LINEA 132";2122785
06/2016;"LINEA 133";738346
06/2016;"LINEA 134";715042
06/2016;"LINEA 135";800634
06/2016;"LINEA 136";303364
06/2016;"LINEA 140";796877
06/2016;"LINEA 141";883296
06/2016;"LINEA 143";503548
06/2016;"LINEA 146";895247
06/2016;"LINEA 148";2456366
06/2016;"LINEA 15";1921786
06/2016;"LINEA 150";735319
06/2016;"LINEA 151";974846
06/2016;"LINEA 152";2402714
06/2016;"LINEA 153";109265
06/2016;"LINEA 154";153957
06/2016;"LINEA 158";481519
06/2016;"LINEA 159";2281181
06/2016;"LINEA 160";1648641
06/2016;"LINEA 161";1538085
06/2016;"LINEA 163";70661
06/2016;"LINEA 165";647522
06/2016;"LINEA 166";1301426
06/2016;"LINEA 168";1141144
06/2016;"LINEA 169";552205
06/2016;"LINEA 17";1241549
06/2016;"LINEA 172";635252
06/2016;"LINEA 174";326177
06/2016;"LINEA 175";419132
06/2016;"LINEA 176";2060304
06/2016;"LINEA 177";924799
06/2016;"LINEA 178";1529896
06/2016;"LINEA 179";476508
06/2016;"LINEA 180";2058531
06/2016;"LINEA 181";745148
06/2016;"LINEA 182";1462321
06/2016;"LINEA 184";523175
06/2016;"LINEA 185";507684
06/2016;"LINEA 188";1076175
06/2016;"LINEA 19";619292
06/2016;"LINEA 193";159952
06/2016;"LINEA 194";798740
06/2016;"LINEA 195";331912
06/2016;"LINEA 2";929105
06/2016;"LINEA 20";488712
06/2016;"LINEA 200";138718
06/2016;"LINEA 202";1194430
06/2016;"LINEA 203";3702803
06/2016;"LINEA 204";339379
06/2016;"LINEA 204B";200456
06/2016;"LINEA 205";341937
06/2016;"LINEA 21";2211648
06/2016;"LINEA 214";675216
06/2016;"LINEA 215";223228
06/2016;"LINEA 218";990887
06/2016;"LINEA 219";877500
06/2016;"LINEA 22";743294
06/2016;"LINEA 222";142910
06/2016;"LINEA 225";41639
06/2016;"LINEA 228 B";245583
06/2016;"LINEA 228A";10553
06/2016;"LINEA 228C";239229
06/2016;"LINEA 228E";314242
06/2016;"LINEA 228F";389124
06/2016;"LINEA 23";415379
06/2016;"LINEA 236";2670265
06/2016;"LINEA 237";2195706
06/2016;"LINEA 238";1148666
06/2016;"LINEA 239A";603879
06/2016;"LINEA 239B";267823
06/2016;"LINEA 24";1268037
06/2016;"LINEA 242";2819441
06/2016;"LINEA 243";61162
06/2016;"LINEA 244";340627
06/2016;"LINEA 245";226459
06/2016;"LINEA 247";1564303
06/2016;"LINEA 25";638672
06/2016;"LINEA 252";623636
06/2016;"LINEA 253";55496
06/2016;"LINEA 256";38798
06/2016;"LINEA 257";1140835
06/2016;"LINEA 26";917903
06/2016;"LINEA 263A";298677
06/2016;"LINEA 263B";508791
06/2016;"LINEA 264";523054
06/2016;"LINEA 266";2125381
06/2016;"LINEA 269";1737761
06/2016;"LINEA 271";1035835
06/2016;"LINEA 273";1339003
06/2016;"LINEA 275";874072
06/2016;"LINEA 276";1099185
06/2016;"LINEA 277";285964
06/2016;"LINEA 278";1326890
06/2016;"LINEA 28";2378283
06/2016;"LINEA 281";529009
06/2016;"LINEA 283";989467
06/2016;"LINEA 284";372569
06/2016;"LINEA 288";326553
06/2016;"LINEA 289";678795
06/2016;"LINEA 29";1135547
06/2016;"LINEA 291";787414
06/2016;"LINEA 293A";494049
06/2016;"LINEA 293B";320119
06/2016;"LINEA 295";524688
06/2016;"LINEA 297";397972
06/2016;"LINEA 298";942551
06/2016;"LINEA 299";599430
06/2016;"LINEA 300";609268
06/2016;"LINEA 302";645868
06/2016;"LINEA 303";917276
06/2016;"LINEA 304";1256103
06/2016;"LINEA 306";1978525
06/2016;"LINEA 307";1142726
06/2016;"LINEA 310";265765
06/2016;"LINEA 311";921286
06/2016;"LINEA 312";1175502
06/2016;"LINEA 313";79417
06/2016;"LINEA 314";1503196
06/2016;"LINEA 315";695199
06/2016;"LINEA 317";278244
06/2016;"LINEA 318";1914460
06/2016;"LINEA 320";176646
06/2016;"LINEA 321";124871
06/2016;"LINEA 322";299002
06/2016;"LINEA 323";717036
06/2016;"LINEA 324";2615680
06/2016;"LINEA 325";385783
06/2016;"LINEA 326";265310
06/2016;"LINEA 327";602601
06/2016;"LINEA 328";813118
06/2016;"LINEA 329";463444
06/2016;"LINEA 32A";376018
06/2016;"LINEA 33";1215463
06/2016;"LINEA 333";619343
06/2016;"LINEA 336";291858
06/2016;"LINEA 338";1965742
06/2016;"LINEA 34";1261292
06/2016;"LINEA 340";1839
06/2016;"LINEA 341";1441674
06/2016;"LINEA 343";1449034
06/2016;"LINEA 350";563487
06/2016;"LINEA 354";1040151
06/2016;"LINEA 355";60781
06/2016;"LINEA 36";521397
06/2016;"LINEA 365";2854257
06/2016;"LINEA 37";1394259
06/2016;"LINEA 370";304899
06/2016;"LINEA 371";1061870
06/2016;"LINEA 372";194245
06/2016;"LINEA 373";463497
06/2016;"LINEA 378";1332106
06/2016;"LINEA 379";7564
06/2016;"LINEA 382";655470
06/2016;"LINEA 383";699169
06/2016;"LINEA 384";178122
06/2016;"LINEA 385";383594
06/2016;"LINEA 386";280293
06/2016;"LINEA 388";67901
06/2016;"LINEA 39";1520416
06/2016;"LINEA 390";321099
06/2016;"LINEA 391";783219
06/2016;"LINEA 392";308366
06/2016;"LINEA 394";745424
06/2016;"LINEA 395";582057
06/2016;"LINEA 4";715920
06/2016;"LINEA 403";40498
06/2016;"LINEA 404";889724
06/2016;"LINEA 405";464699
06/2016;"LINEA 406";904212
06/2016;"LINEA 407";510853
06/2016;"LINEA 41";1098644
06/2016;"LINEA 410";221258
06/2016;"LINEA 414";42211
06/2016;"LINEA 418";77615
06/2016;"LINEA 42";855035
06/2016;"LINEA 421";95802
06/2016;"LINEA 422";335149
06/2016;"LINEA 429";109006
06/2016;"LINEA 430";65423
06/2016;"LINEA 435";151617
06/2016;"LINEA 436";195708
06/2016;"LINEA 437";440590
06/2016;"LINEA 44";809778
06/2016;"LINEA 440";3302269
06/2016;"LINEA 441";585901
06/2016;"LINEA 443";70890
06/2016;"LINEA 443A";247286
06/2016;"LINEA 445";269537
06/2016;"LINEA 446";97621
06/2016;"LINEA 448";1575114
06/2016;"LINEA 449";505606
06/2016;"LINEA 45";888743
06/2016;"LINEA 46";745973
06/2016;"LINEA 461";106714
06/2016;"LINEA 462";80720
06/2016;"LINEA 463";555663
06/2016;"LINEA 464";354949
06/2016;"LINEA 47";938568
06/2016;"LINEA 49";355672
06/2016;"LINEA 5";980808
06/2016;"LINEA 50";804184
06/2016;"LINEA 500B";28464
06/2016;"LINEA 500C";55237
06/2016;"LINEA 500D";1624278
06/2016;"LINEA 500G";690233
06/2016;"LINEA 500H";147525
06/2016;"LINEA 501 A";1591936
06/2016;"LINEA 501B";455169
06/2016;"LINEA 501C";2835925
06/2016;"LINEA 501D";68295
06/2016;"LINEA 501E";61888
06/2016;"LINEA 501F";235986
06/2016;"LINEA 501G";5167522
06/2016;"LINEA 501H";41032
06/2016;"LINEA 501I";350978
06/2016;"LINEA 502";7989
06/2016;"LINEA 502A";9390
06/2016;"LINEA 502B";50924
06/2016;"LINEA 503";454236
06/2016;"LINEA 503 B";401821
06/2016;"LINEA 503 ESTE";989558
06/2016;"LINEA 503 ESTE LA PLATA";201687
06/2016;"LINEA 503A";400217
06/2016;"LINEA 503C";68365
06/2016;"LINEA 503H (RIVAS)";113329
06/2016;"LINEA 504A";2129011
06/2016;"LINEA 504B";26526
06/2016;"LINEA 504C";135407
06/2016;"LINEA 505";482246
06/2016;"LINEA 505 D";364077
06/2016;"LINEA 505C";39904
06/2016;"LINEA 505E";7310
06/2016;"LINEA 506";224413
06/2016;"LINEA 506A";174669
06/2016;"LINEA 506B";7828
06/2016;"LINEA 506C";834179
06/2016;"LINEA 506F";347627
06/2016;"LINEA 507";172169
06/2016;"LINEA 507B";85898
06/2016;"LINEA 508";118179
06/2016;"LINEA 508A";143773
06/2016;"LINEA 508C";33024
06/2016;"LINEA 509";161704
06/2016;"LINEA 509C";67966
06/2016;"LINEA 51";721031
06/2016;"LINEA 510A";185813
06/2016;"LINEA 510B";770300
06/2016;"LINEA 511";15704
06/2016;"LINEA 511A";2243
06/2016;"LINEA 511B";383027
06/2016;"LINEA 512";39419
06/2016;"LINEA 513";14863
06/2016;"LINEA 513A";190261
06/2016;"LINEA 514";1042803
06/2016;"LINEA 515";659384
06/2016;"LINEA 518";1306036
06/2016;"LINEA 518 LA PLATA";53217
06/2016;"LINEA 520A";733668
06/2016;"LINEA 520B";515812
06/2016;"LINEA 520C";447398
06/2016;"LINEA 521 A";228433
06/2016;"LINEA 521B";70413
06/2016;"LINEA 522";45631
06/2016;"LINEA 523";217851
06/2016;"LINEA 524";299774
06/2016;"LINEA 526";517709
06/2016;"LINEA 527";172887
06/2016;"LINEA 53";1375543
06/2016;"LINEA 532";480704
06/2016;"LINEA 540A";491361
06/2016;"LINEA 541";480995
06/2016;"LINEA 542";362105
06/2016;"LINEA 543";621658
06/2016;"LINEA 544";525989
06/2016;"LINEA 548";364395
